dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1934-02-01,11.904000000000002,0.733,Asyut,Egypt,26.52N,30.45E
1825-02-01,19.25,1.842,Rewa,India,24.92N,81.58E
1849-11-01,,,Purwokerto,Indonesia,7.23S,109.46E
1947-08-01,26.981,0.1939999999999999,Ziguinchor,Senegal,12.05N,16.44W
1957-12-01,25.003,0.545,Niterói,Brazil,23.31S,42.82W
2006-09-01,28.267,0.492,Panipat,India,29.74N,77.54E
1918-08-01,21.305000000000003,0.321,Ancona,Italy,44.20N,13.42E
1945-05-01,11.747,1.22,Virginia,South Africa,28.13S,26.36E
1957-01-01,-7.785,0.99,Orumiyeh,Iran,37.78N,44.75E
1873-08-01,11.867,0.445,Auckland,New Zealand,36.17S,175.03E
1807-07-01,19.375,2.485,Belgorod,Russia,50.63N,36.76E
1884-12-01,19.856,0.871,Bid,India,18.48N,76.06E
1929-08-01,17.208000000000002,0.512,Dali,China,26.52N,100.30E
1846-07-01,,,Uruguaiana,Brazil,29.74S,57.23W
1950-03-01,18.739,0.512,Botshabelo,South Africa,29.74S,27.69E
1864-11-01,,,Parnamirim,Brazil,5.63S,35.52W
2009-01-01,-14.171,0.261,Longjing,China,42.59N,128.73E
1931-11-01,20.208,0.471,Guarujá,Brazil,23.31S,46.31W
1753-06-01,21.515,2.01,Venice,Italy,45.81N,12.69E
1982-04-01,25.087,0.243,Paseh,Indonesia,7.23S,107.84E
1990-05-01,32.286,0.5720000000000001,Sasaram,India,24.92N,83.35E
1871-08-01,17.769000000000002,0.413,Liège,Belgium,50.63N,6.34E
1831-07-01,26.351,1.477,Monywa,Burma,21.70N,94.33E
1915-10-01,2.9650000000000003,0.451,Turku,Finland,60.27N,22.70E
1888-03-01,17.374000000000002,1.088,Anbu,China,23.31N,116.21E
2000-07-01,27.197,0.2269999999999999,Kurashiki,Japan,34.56N,134.27E
2005-09-01,17.637,0.381,Valladolid,Spain,40.99N,4.26W
1880-12-01,22.713,0.723,Camagüey,Cuba,21.70N,78.75W
2010-03-01,-7.393000000000002,0.628,Oulu,Finland,65.09N,24.89E
2002-03-01,15.556,0.286,Iskenderun,Turkey,36.17N,35.80E
1913-05-01,27.233,0.58,Conakry,Guinea,8.84N,13.78W
1989-11-01,12.812,0.253,Stockton,United States,37.78N,122.03W
1893-09-01,11.318,0.385,Vladimir,Russia,55.45N,39.69E
1949-02-01,3.302,0.467,Columbus,United States,39.38N,83.24W
1856-09-01,12.706,1.319,Southend On Sea,United Kingdom,52.24N,0.00W
1899-06-01,26.077,0.357,Lafayette,United States,29.74N,92.31W
1910-04-01,9.875,0.3389999999999999,Vicenza,Italy,45.81N,12.69E
1987-02-01,20.25,0.535,Bello,Colombia,5.63N,75.87W
1943-06-01,26.268,0.6579999999999999,Sandakan,Malaysia,5.63N,117.85E
1984-11-01,22.526000000000003,0.3979999999999999,Yavatmal,India,20.09N,78.48E
1992-09-01,25.66,0.3339999999999999,Indore,India,23.31N,76.02E
1995-06-01,28.377,0.17,Calamba,Philippines,13.66N,121.38E
1947-01-01,27.4,0.495,Mojokerto,Indonesia,7.23S,112.70E
1868-08-01,25.244,1.087,Tuxtla Gutiérrez,Mexico,16.87N,93.77W
1861-10-01,10.652,1.318,Stara Zagora,Bulgaria,42.59N,26.18E
1991-03-01,6.492999999999999,0.392,Aberdeen,United Kingdom,57.05N,1.48W
1861-01-01,22.066,1.852,Passo Fundo,Brazil,28.13S,51.82W
1826-01-01,,,Cagua,Venezuela,10.45N,67.91W
2007-02-01,23.864,0.622,Ruiru,Kenya,0.80S,37.77E
1997-02-01,25.906,0.372,Kampala,Uganda,0.80N,32.95E
1840-05-01,17.418000000000006,1.491,Cagliari,Italy,39.38N,8.32E
1797-12-01,-1.475,3.2230000000000003,Elista,Russia,45.81N,45.00E
1918-11-01,10.496,0.321,Akashi,Japan,34.56N,134.27E
1863-11-01,5.769,1.912,Neyshabur,Iran,36.17N,59.67E
1888-07-01,25.871,1.108,Jamame,Somalia,0.80N,42.59E
1857-12-01,24.428,1.142,Resistencia,Argentina,28.13S,59.09W
1995-07-01,19.75,0.226,Staryy Oskol,Russia,50.63N,36.76E
1978-01-01,18.784,0.209,Iguala,Mexico,18.48N,99.72W
1865-04-01,22.33,1.411,Culiacán,Mexico,24.92N,108.18W
1966-05-01,14.4,0.23,Derbent,Russia,42.59N,48.00E
2001-12-01,8.865,0.3289999999999999,Kerman,Iran,29.74N,57.23E
1836-08-01,,,Astanajapura,Indonesia,7.23S,107.84E
1892-11-01,-4.724,0.939,Novocheboksarsk,Russia,55.45N,48.19E
1968-02-01,22.004,0.262,Armenia,Colombia,4.02N,76.34W
1948-09-01,26.979,0.4479999999999999,Zamboanga,Philippines,7.23N,122.43E
1963-01-01,7.792000000000001,0.677,Fuzhou,China,26.52N,120.00E
1927-08-01,17.89,0.298,Chandigarh,India,31.35N,77.28E
1849-07-01,24.113000000000003,1.4880000000000002,Ahmadnagar,India,18.48N,74.37E
1962-04-01,8.198,0.258,Flint,United States,42.59N,82.91W
1923-01-01,24.828000000000003,0.5529999999999999,Cà Mau,Vietnam,8.84N,104.59E
1807-08-01,19.4,2.569,Oshawa,Canada,44.20N,78.26W
1982-08-01,20.326,0.246,New Haven,United States,40.99N,72.43W
1828-08-01,13.425999999999998,2.254,Sunderland,United Kingdom,55.45N,2.83W
1951-12-01,20.28,0.47,Hue,Vietnam,16.87N,107.16E
2009-01-01,0.706,0.509,Çorum,Turkey,40.99N,34.08E
1787-08-01,17.937,5.187,Tarnow,Poland,50.63N,21.55E
1827-11-01,5.175,0.723,Leghorn,Italy,44.20N,11.18E
1956-12-01,15.457,0.7020000000000001,Wellington,New Zealand,40.99S,174.67E
1971-04-01,18.707,0.276,Manizales,Colombia,5.63N,75.87W
1851-08-01,23.46,1.6909999999999998,Independence,United States,39.38N,93.64W
1790-07-01,22.072000000000006,2.051,Taganrog,Russia,47.42N,39.08E
1949-04-01,28.676,0.3379999999999999,Asansol,India,23.31N,86.50E
1895-09-01,15.029000000000002,0.382,Chisinau,Moldova,47.42N,29.61E
1902-12-01,15.44,0.726,Ha Noi,Vietnam,21.70N,106.44E
1983-06-01,26.731,0.3779999999999999,Hengshui,China,37.78N,115.93E
1859-01-01,4.9780000000000015,2.137,Qandahar,Afghanistan,31.35N,65.97E
1888-11-01,,,Dar Es Salaam,Tanzania,7.23S,39.73E
2001-05-01,24.534,0.2189999999999999,Baton Rouge,United States,29.74N,90.46W
1916-01-01,9.359,0.685,Killeen,United States,31.35N,98.01W
1929-07-01,25.065,0.215,Mormugao,India,15.27N,74.17E
1977-02-01,3.169,0.28,Luoyang,China,34.56N,112.86E
1971-03-01,24.642,0.281,Guatire,Venezuela,10.45N,66.27W
1965-04-01,8.324000000000002,0.161,Bucharest,Romania,44.20N,26.83E
1910-08-01,24.904,0.467,Jimeta,Nigeria,8.84N,12.16E
1819-12-01,-0.604,2.624,Ljubljana,Slovenia,45.81N,15.00E
1853-03-01,26.986,2.0,Malolos,Philippines,15.27N,120.83E
1896-05-01,31.062,0.4029999999999999,Daska,Pakistan,32.95N,73.72E
1929-08-01,25.615,0.315,Volgograd,Russia,49.03N,44.08E
1978-05-01,19.202,0.198,Zunyi,China,28.13N,106.36E
1871-03-01,-3.701,2.176,Calgary,Canada,50.63N,112.82W
1830-04-01,,,Yining,China,44.20N,80.50E
1949-09-01,25.647,0.423,Sukaraja,Indonesia,7.23S,106.22E
1926-03-01,-0.0419999999999999,0.6709999999999999,Lvov,Ukraine,50.63N,24.08E
2004-05-01,12.282,0.526,Boksburg,South Africa,26.52S,28.66E
1960-06-01,26.804,0.3,El Paso,United States,31.35N,105.55W
1826-09-01,24.458,1.965,Malegaon,India,20.09N,75.07E
1864-11-01,-0.141,1.035,Gdansk,Poland,53.84N,17.73E
1955-07-01,25.082,0.129,Detroit,United States,42.59N,82.91W
1996-11-01,9.378,0.122,Kasukabe,Japan,36.17N,139.23E
1928-03-01,9.335,0.254,Huzhou,China,31.35N,120.63E
1967-04-01,29.684,0.171,Ahmadabad,India,23.31N,72.52E
1947-04-01,16.192,0.143,San Nicolas,Argentina,32.95S,60.32W
1935-10-01,24.617,0.245,Kamalia,Pakistan,31.35N,73.51E
1872-07-01,29.041,1.713,Khorramabad,Iran,32.95N,48.83E
1967-09-01,20.054,0.501,Villa Canales,Guatemala,15.27N,90.83W
1858-06-01,29.436,1.415,Rishra,India,23.31N,88.25E
1965-06-01,16.445999999999998,0.486,Concord,United States,37.78N,122.03W
1857-08-01,13.614,1.6469999999999998,Lages,Brazil,28.13S,50.00W
1848-07-01,18.953000000000007,1.567,Vigo,Spain,42.59N,8.73W
1931-08-01,26.235,0.262,Marivan,Iran,36.17N,45.75E
2013-05-01,34.65,0.823,Kapra,India,16.87N,78.70E
1915-08-01,19.344,0.21,Cleveland,United States,40.99N,80.95W
1970-01-01,9.581,0.622,Thousand Oaks,United States,34.56N,118.70W
1893-10-01,9.381,0.377,Gdynia,Poland,53.84N,17.73E
1831-10-01,-2.091,2.181,Wuwei,China,37.78N,101.69E
1836-05-01,19.564,1.577,Teófilo Otoni,Brazil,18.48S,42.25W
2004-08-01,7.853,1.5619999999999998,La Paz,Bolivia,16.87S,68.65W
1892-12-01,23.571,1.007,Las Tunas,Cuba,21.70N,77.02W
2002-09-01,20.132,0.37,San Francisco,United States,37.78N,122.03W
1855-07-01,20.984,1.044,Budapest,Hungary,47.42N,20.13E
1859-08-01,19.953,0.7070000000000001,Bielsko Biala,Poland,50.63N,19.01E
1968-07-01,19.342,0.348,Nevinnomyssk,Russia,44.20N,42.48E
1925-07-01,28.654,0.691,Mbour,Senegal,13.66N,17.34W
1986-05-01,29.522,0.261,Ambarnath,India,18.48N,72.68E
1786-07-01,22.498,3.412,Eskisehir,Turkey,39.38N,31.21E
1888-12-01,-6.879999999999999,1.144,Sujiatun,China,40.99N,123.55E
1971-09-01,21.193,0.244,Kansas City,United States,39.38N,93.64W
1896-09-01,32.056,0.928,Abu Dhabi,United Arab Emirates,24.92N,54.98E
1833-11-01,-7.4540000000000015,2.341,Kemerovo,Russia,55.45N,85.04E
2004-12-01,-9.081,0.483,Lasa,China,29.74N,90.46E
1889-06-01,25.124,0.252,Erode,India,12.05N,77.26E
1852-10-01,25.927000000000003,1.51,Sincelejo,Colombia,8.84N,75.41W
1986-01-01,11.024,0.316,Ramat Gan,Israel,32.95N,35.43E
1889-11-01,4.834,0.823,Zaanstad,Netherlands,52.24N,5.26E
2000-06-01,23.912,0.475,Fez,Morocco,34.56N,5.84W
1932-11-01,21.328000000000003,0.2789999999999999,Kota,India,24.92N,76.26E
1842-11-01,8.23,2.26,Quchan,Iran,37.78N,58.98E
1867-07-01,28.262,1.585,Loudi,China,28.13N,111.82E
1920-07-01,26.142,0.887,Bitung,Indonesia,0.80N,124.55E
1953-06-01,19.484,0.244,Oyama,Japan,36.17N,139.23E
1856-06-01,17.595,1.6840000000000002,Samara,Russia,53.84N,50.45E
1994-03-01,8.544,0.2189999999999999,Yaan,China,29.74N,103.38E
1988-05-01,14.344,0.17,Almere,Netherlands,52.24N,5.26E
1878-06-01,32.448,1.185,Nadiad,India,23.31N,72.52E
1906-11-01,11.208,0.369,Jammu,India,32.95N,75.64E
1832-06-01,19.321,2.013,Krasnodar,Russia,45.81N,38.08E
1821-03-01,25.664,1.6880000000000002,Pabna,Bangladesh,23.31N,90.00E
1951-10-01,19.729,0.4529999999999999,Chenzhou,China,26.52N,112.84E
1955-10-01,12.15,0.214,Zhaotong,China,26.52N,103.88E
1993-09-01,9.009,0.322,Novokuznetsk,Russia,53.84N,85.91E
1846-05-01,26.789,1.554,Sekudai,Malaysia,0.80N,103.66E
1894-03-01,4.99,0.7959999999999999,Saint Étienne,France,45.81N,3.46E
1842-04-01,7.148,1.928,Bergisch Gladbach,Germany,50.63N,6.34E
1882-07-01,25.818,1.161,Araguaína,Brazil,7.23S,47.84W
1894-02-01,23.703000000000003,0.906,Atibaia,Brazil,23.31S,46.31W
1814-05-01,6.8420000000000005,1.327,Tver,Russia,57.05N,36.89E
1908-09-01,24.231,0.261,Luqiao,China,28.13N,120.91E
1982-11-01,14.932,0.518,Kashipur,India,29.74N,79.38E
1828-11-01,5.11,1.911,New York,United States,40.99N,74.56W
1895-04-01,25.992,1.513,Monrovia,Liberia,7.23N,10.54W
1929-05-01,19.042,0.43,Jaraguá Do Sul,Brazil,26.52S,48.36W
1856-03-01,24.885,1.871,Jamalpur,India,24.92N,86.90E
1943-03-01,17.288999999999998,0.252,Pate,Taiwan,24.92N,120.59E
1992-06-01,22.269,0.28,Nampula,Mozambique,15.27S,39.17E
1853-10-01,1.971,0.967,Kamensk Uralskiy,Russia,55.45N,62.36E
1941-07-01,26.801,0.8079999999999999,Bontang,Indonesia,0.80N,118.13E
1947-01-01,0.5,0.669,Kaifeng,China,34.56N,114.81E
1869-11-01,,,Caucaia,Brazil,4.02S,39.38W
1952-03-01,7.677,0.191,Knoxville,United States,36.17N,83.54W
1903-11-01,5.425,0.5770000000000001,Zagreb,Croatia,45.81N,15.00E
1939-01-01,-3.1210000000000004,0.26,Bataysk,Russia,47.42N,39.08E
1947-09-01,27.102,0.2,Haridwar,India,29.74N,77.54E
1991-11-01,11.582,0.156,Tianmen,China,31.35N,113.09E
1911-06-01,16.257,0.22,Amiens,France,49.03N,2.45E
1914-01-01,21.797,0.948,Araucária,Brazil,24.92S,49.66W
1974-01-01,19.027,0.371,Hue,Vietnam,16.87N,107.16E
1995-04-01,31.445,0.242,Khardaha,India,23.31N,88.25E
1877-10-01,10.475,0.589,Plymouth,United Kingdom,50.63N,3.80W
1869-12-01,1.481,1.119,Maykop,Russia,44.20N,40.25E
1836-03-01,,,Plây Cu,Vietnam,13.66N,108.17E
1873-10-01,23.196,1.168,Yaoundé,Cameroon,4.02N,12.05E
1917-05-01,13.178,0.3829999999999999,Radom,Poland,50.63N,21.55E
1994-03-01,27.347,0.599,Itarsi,India,23.31N,77.77E
1800-09-01,16.645,3.294,Pittsburgh,United States,40.99N,80.95W
1880-03-01,27.335,1.233,Bukit Mertajam,Malaysia,5.63N,100.09E
1832-06-01,21.704,2.441,Fez,Morocco,34.56N,5.84W
1922-06-01,23.403,1.038,Queimados,Brazil,23.31S,42.82W
1975-06-01,22.233,0.222,Kurume,Japan,32.95N,131.17E
2004-04-01,28.154000000000003,0.511,Uromi,Nigeria,7.23N,5.68E
1882-09-01,13.007,0.348,Chernihiv,Ukraine,52.24N,31.53E
1847-06-01,23.137,1.74,Jiangyin,China,31.35N,120.63E
1863-01-01,,,Mandaue,Philippines,10.45N,123.55E
2010-11-01,5.464,0.287,Peterborough,United Kingdom,52.24N,0.00W
1912-09-01,26.202,0.384,Meycauayan,Philippines,15.27N,120.83E
1771-10-01,12.393,1.81,Oviedo,Spain,42.59N,6.55W
1929-12-01,1.408,0.501,Chorzow,Poland,50.63N,19.01E
1962-03-01,25.669,0.647,Araçatuba,Brazil,21.70S,51.06W
1918-09-01,11.858,0.257,Saransk,Russia,53.84N,45.00E
2000-07-01,30.925,0.43,Rohtak,India,28.13N,77.27E
1748-05-01,,,Ingolstadt,Germany,49.03N,12.24E
1866-12-01,5.325,1.227,Cambridge,United Kingdom,52.24N,0.00W
1798-06-01,17.188,2.762,Duisburg,Germany,50.63N,6.34E
1770-11-01,3.974,4.394,Kherson,Ukraine,47.42N,31.97E
1858-11-01,4.091,1.3630000000000002,Hartford,United States,40.99N,72.43W
1885-11-01,,,Boa Vista,Brazil,2.41N,60.27W
1801-02-01,,,Pervouralsk,Russia,57.05N,60.49E
1923-07-01,19.13,0.693,Benguela,Angola,12.05S,13.15E
2010-05-01,33.046,0.3829999999999999,Ambala,India,29.74N,77.54E
1923-05-01,20.059,1.3119999999999998,Lubango,Angola,15.27S,14.17E
2001-03-01,0.746,0.226,Sterling Heights,United States,42.59N,82.91W
1916-01-01,22.03,0.7070000000000001,Yelahanka,India,13.66N,76.79E
1926-04-01,16.912,0.484,Shangrao,China,28.13N,117.27E
1801-06-01,14.126,2.37,Newport,United Kingdom,52.24N,2.63W
1852-08-01,19.082,1.319,Piatra Neamt,Romania,47.42N,27.24E
1885-02-01,23.333,2.122,Santa Cruz,Philippines,13.66N,121.38E
1952-04-01,27.17,0.415,Parnaíba,Brazil,2.41S,40.98W
1891-05-01,17.503999999999998,0.4539999999999999,Atibaia,Brazil,23.31S,46.31W
2003-08-01,20.953000000000003,0.3329999999999999,Bern,Switzerland,47.42N,8.29E
1887-05-01,32.373000000000005,0.847,Mahbubnagar,India,16.87N,78.70E
1905-08-01,18.901,0.51,Tunja,Colombia,5.63N,72.65W
1971-04-01,9.474,0.356,Móstoles,Spain,40.99N,4.26W
1905-08-01,27.208,0.342,Hong Gai,Vietnam,21.70N,106.44E
2004-03-01,27.126,0.372,Allahabad,India,24.92N,81.58E
2001-05-01,19.026,0.077,Numazu,Japan,34.56N,138.16E
1854-03-01,5.336,1.764,Kasukabe,Japan,36.17N,139.23E
1970-02-01,16.397000000000002,0.2269999999999999,Zhaoqing,China,23.31N,112.72E
1894-04-01,18.757,0.706,Newcastle,Australia,32.95S,152.23E
1944-05-01,11.555,0.22,Utrecht,Netherlands,52.24N,5.26E
1816-01-01,14.474,3.527,Amroha,India,28.13N,79.09E
1902-06-01,14.951,0.951,Ussuriysk,Russia,44.20N,131.93E
1784-11-01,9.512,2.129,Huntsville,United States,34.56N,85.62W
1942-06-01,16.208,1.133,Guarulhos,Brazil,23.31S,46.31W
1991-05-01,16.619,0.312,Jinzhou,China,40.99N,121.42E
1933-07-01,21.807,0.848,Modena,Italy,44.20N,11.18E
1992-10-01,27.565,0.259,Cuddapah,India,15.27N,79.17E
1977-06-01,25.855,0.35,Mataram,Indonesia,8.84S,115.95E
2003-09-01,28.295,0.342,Bhavnagar,India,21.70N,71.83E
1957-03-01,5.279000000000001,0.256,Overland Park,United States,39.38N,93.64W
1997-07-01,24.450000000000006,0.25,Abiko,Japan,36.17N,139.23E
1840-12-01,-13.354,2.214,Tver,Russia,57.05N,36.89E
1905-07-01,28.586,0.396,Warangal,India,18.48N,79.44E
1954-12-01,26.19400000000001,1.3219999999999998,Balikpapan,Indonesia,0.80S,116.52E
1886-02-01,-9.745,0.8740000000000001,Minsk,Belarus,53.84N,28.64E
1873-11-01,,,Enugu,Nigeria,7.23N,7.30E
1803-10-01,26.101,2.411,Varanasi,India,24.92N,83.35E
1903-04-01,26.113000000000003,0.7340000000000001,Berbera,Somalia,10.45N,45.00E
2008-09-01,18.932,0.499,Chiclayo,Peru,7.23S,80.27W
1826-07-01,23.15,1.5219999999999998,Tarragona,Spain,40.99N,2.13E
1981-07-01,19.353,0.919,Jequié,Brazil,13.66S,40.46W
1957-05-01,29.94,0.434,Pune,India,18.48N,74.37E
1904-07-01,21.427,0.42,Drobeta Turnu Severin,Romania,44.20N,22.36E
1863-02-01,-5.76,3.286,Serpukhov,Russia,55.45N,36.85E
2003-04-01,32.287,0.469,Burhanpur,India,21.70N,77.02E
1976-06-01,20.155,0.208,Petapa,Guatemala,15.27N,90.83W
1939-11-01,19.558,0.344,Fatehpur,India,26.52N,80.60E
1815-09-01,10.649,1.037,Pinsk,Belarus,52.24N,26.28E
1900-02-01,24.771,1.159,Makati,Philippines,15.27N,120.83E
1961-11-01,14.113,0.168,Leiyang,China,26.52N,112.84E
1851-08-01,13.532,1.981,Ulan Ude,Russia,52.24N,107.74E
1901-09-01,22.668000000000006,0.469,Yao,Japan,34.56N,136.22E
1823-01-01,19.289,1.761,Chhindwara,India,21.70N,78.75E
1806-04-01,30.465,2.7260000000000004,Mahesana,India,23.31N,72.52E
1852-03-01,3.471,1.712,Hadano,Japan,36.17N,139.23E
1753-12-01,-4.556,4.123,Ostrava,Czech Republic,50.63N,19.01E
1888-12-01,-2.535,0.8909999999999999,Providence,United States,42.59N,72.00W
1813-08-01,23.267,1.4680000000000002,Knoxville,United States,36.17N,83.54W
1784-06-01,18.63,2.198,Prizren,Serbia,42.59N,21.82E
1888-11-01,4.596,0.72,Lyon,France,45.81N,5.77E
1866-05-01,16.45,1.617,Potgietersrus,South Africa,23.31S,28.83E
1909-02-01,2.8560000000000003,0.364,Bristol,United Kingdom,52.24N,2.63W
1886-06-01,8.138,0.949,Murmansk,Russia,68.31N,34.70E
1853-02-01,23.168000000000003,1.776,Thana,India,18.48N,72.68E
1850-05-01,25.728,1.157,Kotte,Sri Lanka,7.23N,80.27E
1940-06-01,12.208,0.366,Nakhodka,Russia,42.59N,133.09E
1798-03-01,3.4400000000000004,2.408,Sibiu,Romania,45.81N,24.23E
1885-12-01,5.702000000000001,0.91,Birjand,Iran,32.95N,58.40E
1831-12-01,-9.462,2.951,Fushun,China,40.99N,123.55E
1855-12-01,20.4,2.117,São Vicente,Brazil,23.31S,46.31W
1793-09-01,5.045,2.294,Murmansk,Russia,68.31N,34.70E
1918-05-01,18.743,1.004,Fresnillo,Mexico,23.31N,102.23W
1974-05-01,16.643,0.287,Jinzhou,China,40.99N,121.42E
1972-06-01,33.338,0.461,Korba,India,21.70N,82.21E
1906-08-01,28.587,0.307,Ghazipur,India,24.92N,83.35E
1985-03-01,18.028,0.619,Jiroft,Iran,28.13N,57.27E
2006-01-01,7.569,0.228,Spring Valley,United States,36.17N,115.36W
1969-11-01,16.576,0.4679999999999999,Agadir,Morocco,29.74N,9.23W
1794-01-01,3.229,3.776,Getafe,Spain,40.99N,4.26W
1898-12-01,23.203000000000007,1.6269999999999998,Kindia,Guinea,10.45N,12.27W
2013-03-01,26.01,0.268,Cariacica,Brazil,20.09S,40.95W
1872-08-01,12.543,1.408,Welkom,South Africa,28.13S,26.36E
2011-10-01,26.777,0.245,Pamanukan,Indonesia,5.63S,108.16E
1913-07-01,21.992,0.263,Milwaukee,United States,42.59N,87.27W
1930-01-01,13.387,0.705,Nawabshah,Pakistan,26.52N,68.06E
1820-08-01,19.235000000000007,2.573,Plovdiv,Bulgaria,42.59N,24.00E
1869-01-01,24.193,1.246,Maracay,Venezuela,10.45N,67.91W
1862-07-01,,,Mingaora,Pakistan,34.56N,72.00E
1852-10-01,24.666,1.651,Hajipur,India,24.92N,85.12E
1958-06-01,35.796,0.6629999999999999,Dhaulpur,India,26.52N,77.01E
1811-09-01,,,Churu,India,28.13N,75.45E
1846-07-01,29.05,1.988,Ingraj Bazar,India,24.92N,88.67E
2008-06-01,23.12,0.64,Los Angeles,United States,34.56N,118.70W
1980-10-01,5.509,0.242,Velikie Luki,Russia,57.05N,30.98E
1956-05-01,12.744000000000002,0.2339999999999999,Wolfsburg,Germany,52.24N,10.51E
1780-05-01,13.664,2.184,London,United Kingdom,52.24N,0.00W
1950-12-01,26.158,0.669,Kebumen,Indonesia,7.23S,109.46E
1947-09-01,19.596,0.4029999999999999,Santa Clara,United States,37.78N,122.03W
1898-06-01,21.129,0.3989999999999999,Neyagawa,Japan,34.56N,136.22E
2000-09-01,25.454,0.222,Igboho,Nigeria,8.84N,4.05E
1892-05-01,22.865,0.653,Guanare,Venezuela,8.84N,70.54W
1913-06-01,30.952,0.317,Banda,India,24.92N,79.80E
1953-04-01,14.130999999999998,0.243,Sabadell,Spain,40.99N,2.13E
1979-04-01,9.21,0.284,Novocherkassk,Russia,47.42N,39.08E
2005-03-01,29.629,0.564,Uyo,Nigeria,5.63N,8.07E
1873-10-01,26.367,1.089,Grogol,Indonesia,7.23S,111.08E
1949-05-01,29.206,0.835,Begusarai,India,24.92N,86.90E
1964-06-01,26.773000000000003,0.351,Huizhou,China,23.31N,114.47E
1828-11-01,27.073,1.499,Santarém,Brazil,2.41S,55.45W
1965-01-01,25.91200000000001,0.4,Cabimas,Venezuela,10.45N,71.18W
1826-02-01,-12.656,1.218,Dzerzhinsk,Russia,57.05N,42.79E
1874-11-01,15.155,0.982,George,South Africa,34.56S,23.35E
1788-12-01,-9.304,3.417,Tighina,Moldova,47.42N,29.61E
1816-11-01,15.485,4.633,Jaramana,Syria,32.95N,35.43E
1916-04-01,19.022,0.718,Envigado,Colombia,5.63N,75.87W
1998-08-01,18.403,0.361,Chitungwiza,Zimbabwe,18.48S,30.42E
1975-08-01,25.256,0.5529999999999999,Aba,Nigeria,5.63N,8.07E
1866-11-01,5.735,0.6759999999999999,Preston,United Kingdom,53.84N,1.36W
1903-12-01,-8.562999999999999,0.984,Noginsk,Russia,55.45N,39.69E
1855-09-01,27.176,0.7340000000000001,Cape Coral,United States,26.52N,82.39W
1890-02-01,1.907,1.135,Toledo,United States,40.99N,83.08W
1746-08-01,,,Paterson,United States,40.99N,74.56W
1918-05-01,7.129,0.397,Talca,Chile,36.17S,71.60W
1881-05-01,25.016,0.415,Corpus Christi,United States,28.13N,97.27W
1993-06-01,17.461,0.507,Erzincan,Turkey,39.38N,39.54E
1957-09-01,29.146,0.705,Coro,Venezuela,12.05N,69.04W
1868-08-01,22.353,1.109,Buenaventura,Colombia,4.02N,76.34W
1854-02-01,-16.137999999999998,2.7260000000000004,Seversk,Russia,57.05N,84.10E
1950-02-01,13.284,0.26,Cairo,Egypt,29.74N,31.38E
2000-04-01,21.644,0.36,Bahir Dar,Ethiopia,12.05N,37.81E
1945-08-01,27.77,0.243,Ahmadabad,India,23.31N,72.52E
1995-04-01,15.035,0.176,Verwoerdburg,South Africa,26.52S,28.66E
1934-11-01,11.1,0.956,Khorramabad,Iran,32.95N,48.83E
1959-02-01,4.3260000000000005,0.247,Rouen,France,49.03N,0.00W
1871-02-01,-0.0979999999999999,2.1790000000000003,Zhoucun,China,36.17N,117.35E
1805-06-01,17.833000000000006,2.574,Fuenlabrada,Spain,40.99N,4.26W
1988-10-01,27.25,0.261,Bukit Mertajam,Malaysia,5.63N,100.09E
1811-08-01,14.026,2.934,Magnitogorsk,Russia,53.84N,58.64E
1902-03-01,25.466,0.882,Dagupan,Philippines,16.87N,120.56E
1932-02-01,26.26,0.497,Thanjavur,India,10.45N,79.36E
1989-07-01,12.12,0.479,Curitiba,Brazil,24.92S,49.66W
1913-09-01,12.611,0.79,Dimitrovgrad,Russia,53.84N,50.45E
1907-05-01,24.642,0.479,Ciparay,Indonesia,7.23S,107.84E
1868-06-01,19.403,0.777,Takaoka,Japan,36.17N,137.24E
1876-08-01,13.622,1.0759999999999998,Ulan Ude,Russia,52.24N,107.74E
1877-12-01,25.234,1.919,San Pedro,Philippines,13.66N,121.38E
1915-12-01,-11.126,0.6579999999999999,Ulyanovsk,Russia,53.84N,47.73E
1890-11-01,22.48,0.621,Cam Ranh,Vietnam,12.05N,108.49E
1773-01-01,-3.802000000000001,3.245,Saint Louis,United States,39.38N,89.48W
2005-09-01,21.478,0.3429999999999999,Bukavu,Congo (Democratic Republic Of The),2.41S,28.13E
1876-06-01,21.917,1.337,Qarchak,Iran,36.17N,51.71E
1879-04-01,10.029,1.435,Takasaki,Japan,36.17N,139.23E
1857-07-01,,,Melaka,Malaysia,2.41N,102.05E
1886-01-01,-24.223000000000003,1.385,Regina,Canada,50.63N,105.21W
1833-01-01,0.5609999999999999,3.22,Leghorn,Italy,44.20N,11.18E
1769-05-01,12.16,10.046,Bochum,Germany,52.24N,7.88E
1866-07-01,26.758000000000006,1.156,Cavite,Philippines,15.27N,120.83E
1876-05-01,16.974999999999998,1.12,Catania,Italy,37.78N,14.24E
1993-08-01,27.251,0.523,São Luís,Brazil,2.41S,44.20W
1881-02-01,-0.358,0.7120000000000001,Laiyang,China,36.17N,121.33E
1968-12-01,25.083,0.143,Maracay,Venezuela,10.45N,67.91W
1808-02-01,,,Ara,India,24.92N,85.12E
1940-06-01,33.985,0.308,Satna,India,24.92N,81.58E
1805-08-01,11.953,2.446,Innsbruck,Austria,47.42N,10.66E
