dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1903-11-01,24.068,1.356,Gemena,Congo (Democratic Republic Of The),4.02N,20.09E
2003-07-01,17.34,0.4039999999999999,Ukhta,Russia,63.49N,52.20E
1882-07-01,32.294999999999995,0.687,Nawabshah,Pakistan,26.52N,68.06E
1926-06-01,24.65,0.925,Kindia,Guinea,10.45N,12.27W
1877-08-01,11.718,1.423,Bethal,South Africa,26.52S,28.66E
1930-07-01,28.073,0.34,Sungai Petani,Malaysia,5.63N,100.09E
1822-12-01,25.313,2.894,Thrissur,India,10.45N,76.09E
1987-09-01,27.558000000000003,0.162,Palo Negro,Venezuela,10.45N,67.91W
1800-11-01,20.163,2.364,Etah,India,28.13N,79.09E
1911-05-01,14.78,0.309,Yelets,Russia,52.24N,39.42E
1928-07-01,18.384,0.303,Winnipeg,Canada,50.63N,97.61W
2007-11-01,21.005,0.449,Santa Cruz De Tenerife,Spain,28.13N,15.45W
2006-05-01,17.747,0.309,Albacete,Spain,39.38N,2.08W
1794-03-01,14.685,2.136,Qabis,Tunisia,34.56N,9.73E
1886-03-01,27.803,0.412,Robertsonpet,India,13.66N,78.44E
1859-06-01,28.117,1.018,Samut Prakan,Thailand,13.66N,99.91E
1847-01-01,23.155,3.116,Hubli,India,15.27N,75.83E
1817-07-01,15.968,1.3430000000000002,Wolfsburg,Germany,52.24N,10.51E
1916-07-01,24.202,0.431,Ciamis,Indonesia,7.23S,107.84E
1863-12-01,23.074,1.414,Qui Nhon,Vietnam,13.66N,109.82E
1826-05-01,25.137,1.644,Baton Rouge,United States,29.74N,90.46W
2011-08-01,19.389,0.415,Santa Rosa,United States,37.78N,122.03W
1970-03-01,-12.525,0.631,Zalantun,China,47.42N,121.97E
1911-11-01,26.542,0.8540000000000001,São Luís,Brazil,2.41S,44.20W
1956-12-01,16.905,0.444,Jhansi,India,24.92N,78.03E
1909-04-01,11.083,1.452,Eslamshahr,Iran,36.17N,51.71E
1988-08-01,26.257,0.206,Richmond,United States,37.78N,77.29W
1753-05-01,11.708,2.12,Panevezys,Lithuania,55.45N,25.51E
1840-11-01,6.340999999999998,3.01,Ruse,Bulgaria,44.20N,26.83E
1911-06-01,14.842,0.412,Solingen,Germany,50.63N,6.34E
1911-07-01,32.961,0.531,Dhaulpur,India,26.52N,77.01E
1927-06-01,32.121,0.433,Kanchipuram,India,13.66N,80.09E
1967-04-01,28.128,0.19,Hat Yai,Thailand,7.23N,99.73E
1996-02-01,1.7959999999999998,0.203,Koganei,Japan,36.17N,139.23E
1996-01-01,4.933,0.415,Nazilli,Turkey,37.78N,28.47E
1961-04-01,20.851,0.298,Cubatão,Brazil,23.31S,46.31W
1991-03-01,26.571,0.2289999999999999,Metro,Indonesia,5.63S,104.93E
1953-05-01,27.256,0.258,El Progreso,Honduras,15.27N,87.50W
1832-01-01,1.7029999999999998,2.168,Amiens,France,49.03N,2.45E
2011-01-01,12.211,0.222,Ahmadpur East,Pakistan,29.74N,72.00E
1981-02-01,-0.488,0.461,Kumanovo,Macedonia,42.59N,21.82E
2004-11-01,15.991,0.195,Waitakere,New Zealand,36.17S,175.03E
2001-04-01,16.729,0.511,George,South Africa,34.56S,23.35E
1893-10-01,18.894,0.603,Marbella,Spain,36.17N,3.98W
1908-03-01,4.005,0.315,Gyor,Hungary,47.42N,17.76E
1919-05-01,23.844,1.939,Feira De Santana,Brazil,12.05S,39.45W
1980-03-01,-7.734,0.236,Dzerzhinsk,Russia,57.05N,42.79E
1892-05-01,30.083,0.8490000000000001,Azare,Nigeria,12.05N,9.86E
1892-11-01,-0.8700000000000001,0.698,Rivne,Ukraine,50.63N,26.62E
1920-05-01,12.308,0.887,Yining,China,44.20N,80.50E
1954-06-01,24.318,0.38,Nossa Senhora Do Socorro,Brazil,10.45S,36.82W
1882-04-01,19.693,1.33,Luanshya,Zambia,13.66S,28.90E
2010-05-01,26.193,0.286,Subang,Indonesia,7.23S,107.84E
1983-04-01,16.644000000000002,0.161,Phoenix,United States,32.95N,112.02W
1869-11-01,,,Chimoio,Mozambique,18.48S,33.80E
1822-06-01,,,Asyut,Egypt,26.52N,30.45E
1934-11-01,1.0590000000000002,0.292,Dzerzhinsk,Russia,57.05N,42.79E
1980-07-01,29.262,0.272,Bangaon,India,23.31N,88.25E
1983-11-01,7.082000000000001,0.262,Halifax,Canada,44.20N,62.61W
1963-02-01,5.46,0.1689999999999999,Yaizu,Japan,34.56N,138.16E
1968-01-01,3.866,0.104,Orléans,France,47.42N,1.18E
1918-06-01,17.16,0.3939999999999999,Naucalpan,Mexico,20.09N,98.96W
1859-10-01,16.933,1.398,Hangzhou,China,29.74N,120.00E
1901-07-01,27.341,1.09,Manaus,Brazil,2.41S,60.27W
1872-05-01,8.424,1.013,San Rafael,Argentina,34.56S,68.11W
1938-08-01,20.289,0.307,Syzran,Russia,53.84N,47.73E
1955-06-01,20.92,0.249,Shenyang,China,40.99N,123.55E
1853-12-01,-2.08,1.786,Seoul,South Korea,37.78N,126.10E
1920-05-01,21.96,0.851,Shashi,China,29.74N,112.62E
1895-04-01,24.558000000000003,0.7490000000000001,Daska,Pakistan,32.95N,73.72E
1838-08-01,15.553,3.484,Prague,Czech Republic,50.63N,13.94E
1978-06-01,21.110000000000007,0.3339999999999999,San Cristóbal,Venezuela,7.23N,72.16W
1991-02-01,4.107,0.168,León,Spain,42.59N,6.55W
2002-05-01,18.783,0.181,Elbasan,Albania,40.99N,19.17E
1987-03-01,26.064,0.23,Caracas,Venezuela,10.45N,66.27W
1965-12-01,4.998,0.285,Kurume,Japan,32.95N,131.17E
1933-08-01,15.532000000000002,0.254,Kaliningrad,Russia,55.45N,19.84E
1957-12-01,18.084,0.457,Zhuhai,China,21.70N,113.37E
1904-02-01,18.841,0.638,Ranchi,India,23.31N,84.76E
1997-10-01,12.478,0.357,Cincinnati,United States,39.38N,85.32W
1870-01-01,9.384,1.254,Downey,United States,34.56N,118.70W
1984-12-01,19.762,0.355,Soacha,Colombia,4.02N,74.73W
1986-07-01,17.685000000000006,0.203,Toamasina,Madagascar,18.48S,49.01E
1884-07-01,16.910999999999998,0.6459999999999999,Tver,Russia,57.05N,36.89E
1981-01-01,22.827,0.363,Gweru,Zimbabwe,20.09S,29.00E
1936-09-01,24.462000000000003,0.434,Oklahoma City,United States,36.17N,97.46W
2012-10-01,28.689,0.368,Ulhasnagar,India,18.48N,72.68E
1886-04-01,19.231,0.7709999999999999,Qandahar,Afghanistan,31.35N,65.97E
2005-11-01,21.297,0.321,Guangzhou,China,23.31N,112.72E
1959-06-01,14.707,0.249,Eugene,United States,44.20N,122.98W
1976-11-01,7.236999999999999,0.601,Sabzevar,Iran,36.17N,57.68E
1856-05-01,28.103,1.431,Djougou,Benin,10.45N,2.45E
1878-10-01,27.776,0.473,Dum Dum,India,23.31N,88.25E
1924-10-01,19.912,0.386,Duque De Caxias,Brazil,23.31S,42.82W
1987-04-01,26.522,0.2289999999999999,Manaus,Brazil,2.41S,60.27W
1870-04-01,29.539,1.626,Basti,India,26.52N,82.39E
1987-10-01,14.083,0.265,Tandil,Argentina,37.78S,58.98W
1951-04-01,13.114,0.318,Nanyang,China,32.95N,112.02E
1791-12-01,7.869,2.276,Ordu,Turkey,40.99N,38.34E
1847-01-01,,,Rio Grande,Brazil,31.35S,52.77W
1982-04-01,27.128,0.629,Manzanillo,Cuba,20.09N,76.78W
1832-02-01,-15.194,2.499,Harbin,China,45.81N,125.77E
1884-01-01,3.672,1.275,Zhicheng,China,29.74N,110.77E
1882-04-01,13.108,0.524,Neyagawa,Japan,34.56N,136.22E
1859-09-01,10.017,0.623,Trondheim,Norway,63.49N,9.00E
1813-11-01,7.093999999999999,2.441,Pamplona,Spain,42.59N,2.18W
1865-06-01,24.555,1.235,Huaihua,China,28.13N,110.00E
1924-05-01,31.614,0.809,Jamuria,India,23.31N,86.50E
1949-05-01,12.336,0.184,Bochum,Germany,52.24N,7.88E
1837-05-01,32.069,1.739,Akola,India,20.09N,76.78E
1943-08-01,18.123,0.366,Leninsk Kuznetskiy,Russia,53.84N,85.91E
1753-07-01,16.152,2.355,Birmingham,United Kingdom,52.24N,2.63W
1961-06-01,26.884,0.253,Santa Marta,Colombia,10.45N,74.45W
1957-08-01,29.042,0.848,Jaipur,India,26.52N,75.22E
1993-12-01,3.241,0.574,Mashhad,Iran,36.17N,59.67E
1954-03-01,12.296,0.2339999999999999,Peristérion,Greece,37.78N,24.41E
1978-03-01,24.911,0.291,Vila Velha,Brazil,20.09S,40.95W
2004-12-01,21.868,0.415,San Pedro Sula,Honduras,15.27N,87.50W
1902-08-01,25.34,1.001,Xuzhou,China,34.56N,116.76E
1976-10-01,14.135,0.27,Urayasu,Japan,36.17N,139.23E
1972-09-01,24.131,0.432,Ejido,Venezuela,8.84N,70.54W
1887-06-01,13.481,0.417,Riga,Latvia,57.05N,25.08E
1876-03-01,14.102,1.375,Almería,Spain,36.17N,1.99W
1913-06-01,25.129,0.235,Petare,Venezuela,10.45N,66.27W
1895-03-01,27.299,0.518,Mombasa,Kenya,4.02S,39.38E
1835-10-01,-3.577,2.022,Surgut,Russia,61.88N,73.02E
1882-03-01,24.773000000000003,0.951,Payakumbuh,Indonesia,0.80S,100.45E
1942-06-01,21.754,0.327,Hirakata,Japan,34.56N,136.22E
2009-04-01,12.56,0.317,Kasukabe,Japan,36.17N,139.23E
1847-05-01,18.821,1.895,Herat,Afghanistan,34.56N,62.27E
1888-01-01,23.878,2.503,São João De Meriti,Brazil,23.31S,42.82W
2010-01-01,16.4,0.1689999999999999,Maoming,China,21.70N,111.63E
1778-03-01,,,Kansas City,United States,39.38N,93.64W
1885-05-01,16.784000000000002,0.677,Ardabil,Iran,37.78N,48.81E
1992-08-01,28.096,0.212,Dadiangas,Philippines,5.63N,125.92E
1859-10-01,25.493,1.288,Sapele,Nigeria,5.63N,6.46E
1945-04-01,21.179,0.519,Guadalajara,Mexico,20.09N,104.08W
1979-05-01,11.705,0.355,Apeldoorn,Netherlands,52.24N,5.26E
1929-05-01,21.159,0.242,Fort Worth,United States,32.95N,96.70W
1902-12-01,8.195,0.675,Kadoma,Japan,34.56N,136.22E
1903-06-01,33.395,0.427,Itarsi,India,23.31N,77.77E
1885-04-01,5.247000000000001,1.507,Xuanhua,China,40.99N,115.03E
2013-05-01,8.884,0.588,Halifax,Canada,44.20N,62.61W
1764-02-01,2.2230000000000003,1.669,Bridgeport,United States,40.99N,72.43W
1992-09-01,21.016,0.326,Ibagué,Colombia,4.02N,74.73W
1947-01-01,-9.556,0.722,Olsztyn,Poland,53.84N,20.45E
1818-04-01,19.02,4.013999999999999,Qujing,China,24.92N,104.63E
1870-07-01,19.009,0.563,Chemnitz,Germany,50.63N,13.94E
1905-01-01,-0.7600000000000002,0.935,Dongying,China,37.78N,117.97E
1859-05-01,15.033,1.072,Araucária,Brazil,24.92S,49.66W
1888-02-01,0.969,0.949,Le Havre,France,49.03N,0.00W
1761-02-01,5.3050000000000015,3.009,Greensboro,United States,36.17N,79.56W
1860-08-01,27.687,0.87,Rach Gia,Vietnam,10.45N,105.55E
1976-11-01,17.599999999999994,0.273,Haifa,Israel,32.95N,35.43E
1927-11-01,15.373,0.2189999999999999,Linhai,China,28.13N,120.91E
1747-02-01,,,Leverkusen,Germany,50.63N,6.34E
1866-12-01,-10.193,0.95,Zlatoust,Russia,55.45N,59.53E
1986-10-01,25.700000000000006,0.215,Ikorodu,Nigeria,7.23N,4.05E
1952-03-01,27.972,0.207,Katsina,Nigeria,13.66N,7.43E
2003-03-01,27.837,0.156,Sepatan,Indonesia,5.63S,106.55E
1988-06-01,34.004999999999995,0.356,Etawah,India,26.52N,78.81E
1876-10-01,14.276,1.938,Akita,Japan,39.38N,139.42E
1840-08-01,20.565,1.507,São José Do Rio Prêto,Brazil,20.09S,49.48W
1857-03-01,9.433,1.426,Jiaxing,China,31.35N,120.63E
1889-09-01,19.965,1.014,Colatina,Brazil,20.09S,40.95W
1862-04-01,9.322,1.331,Brasov,Romania,45.81N,26.54E
1949-07-01,19.018,0.111,Heilbronn,Germany,49.03N,9.80E
1850-10-01,23.478,1.234,Villavicencio,Colombia,4.02N,73.13W
2003-04-01,19.782,0.29,Waco,United States,31.35N,98.01W
1902-04-01,21.214,1.181,Eldoret,Kenya,0.80N,34.55E
1903-04-01,4.827,0.492,Hildesheim,Germany,52.24N,10.51E
1807-09-01,12.295,1.249,Nuremberg,Germany,49.03N,12.24E
1934-02-01,0.691,0.685,Ljubljana,Slovenia,45.81N,15.00E
1841-07-01,26.926,1.7,Algiers,Algeria,36.17N,3.98E
1877-05-01,27.655,1.044,Jamame,Somalia,0.80N,42.59E
1961-08-01,14.805,0.207,Derby,United Kingdom,53.84N,1.36W
1753-01-01,-1.538,8.232000000000001,Osnabrück,Germany,52.24N,7.88E
1797-09-01,,,Calgary,Canada,50.63N,112.82W
1830-06-01,,,Aswan,Egypt,23.31N,32.33E
1860-01-01,-21.745,5.009,Öskemen,Kazakhstan,50.63N,82.39E
1890-11-01,4.728,0.981,Sibiu,Romania,45.81N,24.23E
1886-05-01,30.578000000000003,0.6,Raurkela,India,21.70N,85.67E
1950-12-01,19.467,0.282,Pabna,Bangladesh,23.31N,90.00E
1891-07-01,26.478,0.27,Netanya,Israel,32.95N,35.43E
1864-12-01,-2.267,1.548,Zanjan,Iran,36.17N,47.73E
1963-12-01,-9.748,0.223,Odintsovo,Russia,55.45N,36.85E
1963-10-01,27.632,0.361,Tiruchchirappalli,India,10.45N,79.36E
1854-11-01,3.812,1.011,Nottingham,United Kingdom,53.84N,1.36W
1818-10-01,24.171,2.214,Vihari,Pakistan,29.74N,72.00E
1829-10-01,,,Cam Ranh,Vietnam,12.05N,108.49E
1887-07-01,25.804,1.331,Zuwarah,Libya,32.95N,12.45E
2009-07-01,14.356000000000002,0.4029999999999999,Oslo,Norway,60.27N,9.73E
1829-10-01,22.3,2.102,Jerusalem,Israel,31.35N,35.81E
2007-12-01,27.049,0.237,Mandaue,Philippines,10.45N,123.55E
1922-10-01,9.439,0.669,Limoges,France,45.81N,1.15E
1947-12-01,5.346,0.579,Amol,Iran,36.17N,51.71E
1971-03-01,22.101,0.377,Salto,Uruguay,31.35S,58.43W
1748-03-01,,,Winston Salem,United States,36.17N,79.56W
1914-03-01,19.733,0.8190000000000001,Ambala,India,29.74N,77.54E
1883-12-01,4.475,1.569,Wuning,China,29.74N,120.00E
1977-04-01,27.833,0.32,Rayong,Thailand,12.05N,101.92E
1891-03-01,24.995,0.585,Badlapur,India,18.48N,72.68E
1988-11-01,26.942,0.469,Alor Setar,Malaysia,5.63N,100.09E
1869-06-01,,,Bangui,Central African Republic,4.02N,18.48E
1932-09-01,12.769,0.245,Worcester,United Kingdom,52.24N,2.63W
1899-06-01,7.261,1.497,Tembisa,South Africa,26.52S,28.66E
1943-02-01,22.474,0.875,Parbhani,India,20.09N,76.78E
1969-02-01,-1.212,0.272,Grenoble,France,45.81N,5.77E
1810-10-01,10.745,4.935,Limoges,France,45.81N,1.15E
1976-05-01,21.813,0.491,Dakar,Senegal,15.27N,17.50W
1794-04-01,16.57,1.618,Tétouan,Morocco,36.17N,5.97W
1968-12-01,22.362,0.1119999999999999,Kadoma,Zimbabwe,18.48S,30.42E
1904-02-01,-7.957000000000002,1.361,Yingkou,China,40.99N,123.55E
1815-06-01,14.339000000000002,2.094,Sterlitamak,Russia,53.84N,55.91E
1927-09-01,18.718,0.352,Makhachkala,Russia,42.59N,48.00E
1851-11-01,14.759,1.5319999999999998,Asfi,Morocco,32.95N,8.62W
1812-03-01,,,Bulandshahr,India,28.13N,77.27E
1819-02-01,0.908,4.334,Wroclaw,Poland,50.63N,16.48E
1936-10-01,16.246,0.537,Türkmenabat,Turkmenistan,39.38N,64.51E
1903-03-01,19.708,0.557,Guwahati,India,26.52N,91.34E
2012-01-01,9.07,0.4529999999999999,Norfolk,United States,36.17N,75.58W
1946-04-01,30.899,0.475,Chhatarpur,India,24.92N,79.80E
1776-01-01,-6.787999999999999,7.08,Stockholm,Sweden,58.66N,18.46E
1842-04-01,29.485,1.531,Thanjavur,India,10.45N,79.36E
1856-06-01,17.552,2.073,Ibirité,Brazil,20.09S,44.36W
1937-11-01,2.459,0.417,Turin,Italy,45.81N,8.08E
1851-06-01,18.879,1.932,Chofu,Japan,36.17N,139.23E
1800-01-01,25.117,1.763,Kandy,Sri Lanka,7.23N,80.27E
1813-05-01,9.723,4.765,Berezniki,Russia,58.66N,55.38E
1790-03-01,4.831,2.734,Afyonkarahisar,Turkey,39.38N,31.21E
1994-07-01,23.152,0.271,Toledo,United States,40.99N,83.08W
1890-09-01,15.783,0.4679999999999999,Stara Zagora,Bulgaria,42.59N,26.18E
1876-05-01,22.701,1.461,Yingcheng,China,24.92N,113.50E
1940-03-01,2.655,0.201,Potsdam,Germany,52.24N,13.14E
1960-12-01,22.05,0.439,Yelahanka,India,13.66N,76.79E
1809-12-01,2.803,2.337,Antalya,Turkey,37.78N,30.51E
1927-01-01,-3.511,0.146,Paterson,United States,40.99N,74.56W
1856-06-01,16.142,1.713,Ramnicu Valcea,Romania,45.81N,24.23E
1912-02-01,-10.04,0.5529999999999999,Ussuriysk,Russia,44.20N,131.93E
1898-06-01,20.534,0.439,Norwalk,United States,34.56N,118.70W
1964-08-01,25.561,0.298,Girón,Colombia,7.23N,73.78W
1822-10-01,24.735,1.179,Wardha,India,20.09N,78.48E
1990-10-01,18.502,0.3829999999999999,Yingcheng,China,31.35N,113.09E
1919-04-01,6.126,0.341,Manchester,United States,42.59N,72.00W
1943-05-01,17.381,0.437,Andijon,Uzbekistan,40.99N,72.43E
1832-07-01,26.462000000000003,2.699,Dindigul,India,10.45N,77.73E
1921-04-01,28.203000000000003,0.769,Offa,Nigeria,8.84N,4.05E
2002-02-01,26.866,0.3389999999999999,Saint Denis,Reunion,21.70S,56.25E
1996-11-01,26.499,0.882,Modakeke,Nigeria,7.23N,4.05E
1811-10-01,14.888,5.396,Burgas,Bulgaria,42.59N,28.36E
1952-11-01,27.016,0.373,Gboko,Nigeria,7.23N,8.92E
1888-05-01,24.536,0.414,Purwakarta,Indonesia,7.23S,107.84E
1846-08-01,24.931,1.54,Hachioji,Japan,36.17N,139.23E
1833-09-01,14.674,1.279,León,Spain,42.59N,6.55W
1946-01-01,14.469,0.425,Sitapur,India,28.13N,80.91E
1857-10-01,23.135,0.934,Mbandaka,Congo (Democratic Republic Of The),0.80N,18.48E
1997-04-01,13.845,0.132,Daito,Japan,34.56N,136.22E
1835-08-01,12.467,1.844,Pelotas,Brazil,31.35S,52.77W
1796-08-01,,,Derbent,Russia,42.59N,48.00E
1908-08-01,20.024,0.22,Kherson,Ukraine,47.42N,31.97E
1914-01-01,23.863000000000003,0.636,La Romana,Dominican Republic,18.48N,69.30W
1892-11-01,7.542000000000001,0.698,Ravenna,Italy,44.20N,11.18E
1886-02-01,16.969,2.949,Manama,Bahrain,26.52N,50.15E
1885-08-01,28.08,0.4579999999999999,Bareli,India,28.13N,79.09E
1858-09-01,16.163,1.866,Tongliao,China,44.20N,122.98E
1957-05-01,18.896,0.3229999999999999,Dongtai,China,32.95N,119.68E
1938-05-01,32.32,0.585,Anantapur,India,15.27N,77.50E
1857-06-01,30.573,1.997,Avadi,India,13.66N,80.09E
1964-12-01,13.300999999999998,0.374,Irapuato,Mexico,20.09N,100.66W
1918-05-01,7.854999999999999,0.674,Ulaanbaatar,Mongolia,47.42N,107.76E
2009-10-01,12.542000000000002,0.162,Oklahoma City,United States,36.17N,97.46W
1906-03-01,20.284,1.02,Katumba,Tanzania,8.84S,33.24E
1977-01-01,0.6880000000000001,0.245,Potsdam,Germany,52.24N,13.14E
1995-07-01,27.235000000000007,0.19,Phnum Pénh,Cambodia,12.05N,105.21E
1953-06-01,17.365,0.253,Guelph,Canada,44.20N,80.50W
1986-01-01,20.279,0.4639999999999999,North Shore,New Zealand,36.17S,175.03E
1912-12-01,-12.005999999999998,1.152,Chengde,China,40.99N,117.16E
1916-12-01,18.343,0.4479999999999999,Pabna,Bangladesh,23.31N,90.00E
2001-08-01,27.56600000000001,0.29,Palmas,Brazil,10.45S,48.27W
1965-04-01,8.804,0.28,Roseville,United States,39.38N,120.69W
1914-05-01,33.58900000000001,0.544,Khurja,India,28.13N,77.27E
1983-04-01,16.042,0.296,Kallithéa,Greece,37.78N,24.41E
1920-02-01,-0.919,0.429,Matsumoto,Japan,36.17N,137.24E
1908-02-01,25.26,0.355,Kotte,Sri Lanka,7.23N,80.27E
1982-08-01,19.68,0.161,Sochi,Russia,44.20N,40.25E
1997-12-01,5.534,0.162,Slough,United Kingdom,52.24N,0.00W
1923-06-01,26.315,0.347,Cavite,Philippines,15.27N,120.83E
2012-12-01,16.509,0.997,Bettiah,India,26.52N,84.18E
1945-11-01,26.257,0.375,João Pessoa,Brazil,7.23S,34.86W
1929-04-01,16.521,0.351,Huntsville,United States,34.56N,85.62W
1937-05-01,17.836,0.204,Fujinomiya,Japan,34.56N,138.16E
1851-04-01,-6.931,2.96,Ulan Ude,Russia,52.24N,107.74E
1821-10-01,19.145,1.4240000000000002,Alanya,Turkey,36.17N,31.82E
1886-01-01,-2.422,0.696,Zielona Gora,Poland,52.24N,15.77E
1966-01-01,5.756,0.608,Kermanshah,Iran,34.56N,46.70E
1921-06-01,27.544,0.643,Montería,Colombia,8.84N,75.41W
1945-02-01,10.309,0.135,Lancaster,United States,34.56N,118.70W
1977-07-01,16.897000000000002,0.283,Rybnik,Poland,50.63N,19.01E
1888-12-01,20.876,0.8109999999999999,Newcastle,Australia,32.95S,152.23E
1831-02-01,,,Linshui,China,36.17N,113.37E
1907-10-01,24.829,0.4,Monywa,Burma,21.70N,94.33E
1754-10-01,10.873,2.468,Windsor,United States,42.59N,82.91W
1977-11-01,1.212,0.12,Odintsovo,Russia,55.45N,36.85E
1992-03-01,20.063,0.5670000000000001,Kigali,Rwanda,2.41S,29.73E
1800-12-01,,,Kurgan,Russia,55.45N,65.20E
1956-03-01,4.172,0.532,Qazvin,Iran,36.17N,49.72E
1936-04-01,17.314,0.355,Garland,United States,32.95N,96.70W
1891-08-01,27.587,0.377,Pembroke Pines,United States,26.52N,80.60W
1920-02-01,12.523,0.8590000000000001,Humen,China,23.31N,114.47E
1805-12-01,2.228,1.855,León,Spain,42.59N,6.55W
1960-02-01,26.377,0.366,Cotabato,Philippines,7.23N,124.05E
1950-02-01,4.663,0.3229999999999999,Emmen,Netherlands,52.24N,7.88E
1788-05-01,14.222,2.5810000000000004,Alcobendas,Spain,40.99N,4.26W
2004-08-01,28.992,0.831,Vijayawada,India,16.87N,80.37E
1915-04-01,18.666,0.472,Gainesville,United States,29.74N,83.08W
2007-04-01,30.666,0.35,Avadi,India,13.66N,80.09E
1984-11-01,21.043000000000003,0.262,Sawai Madhopur,India,26.52N,77.01E
1922-09-01,24.673,0.409,Iráklion,Greece,34.56N,25.30E
1956-02-01,20.403,0.203,Hialeah,United States,26.52N,80.60W
1914-02-01,12.669,0.77,Sabratah,Libya,32.95N,12.45E
1888-09-01,16.252,1.809,San Juan,Argentina,31.35S,67.85W
1951-04-01,13.037,0.216,San Rafael,Argentina,34.56S,68.11W
1868-04-01,,,Ahmadpur East,Pakistan,29.74N,72.00E
1860-09-01,10.265999999999998,1.1840000000000002,Tauranga,New Zealand,37.78S,176.95E
1828-10-01,,,Kulim,Malaysia,5.63N,100.09E
1955-12-01,27.221,0.2319999999999999,Abomey Calavi,Benin,7.23N,2.43E
1854-01-01,23.536,1.6880000000000002,Governador Valadares,Brazil,18.48S,42.25W
1836-09-01,26.373,3.268,Gainesville,United States,29.74N,83.08W
1940-08-01,27.699,0.205,Puri,India,20.09N,85.31E
1801-01-01,-0.999,2.844,Krasnodar,Russia,45.81N,38.08E
1871-01-01,11.689,1.277,Irbid,Jordan,32.95N,35.43E
1951-07-01,22.998,0.2239999999999999,Kodaira,Japan,36.17N,139.23E
1889-09-01,15.803,0.494,Cedar Rapids,United States,42.59N,91.64W
1968-11-01,-5.181,0.366,Anda,China,45.81N,125.77E
1816-10-01,18.349,5.073,Tallahassee,United States,29.74N,84.92W
1767-08-01,15.529000000000002,2.141,Novara,Italy,45.81N,8.08E
1962-05-01,27.296000000000006,0.395,Bhadravati,India,13.66N,75.14E
1971-02-01,25.645,0.3289999999999999,Binjai,Indonesia,4.02N,98.84E
1835-02-01,21.397,2.27,Madhyamgram,India,23.31N,88.25E
1965-10-01,20.698,0.382,Itu,Brazil,23.31S,48.06W
1895-02-01,-6.397,0.54,Poznan,Poland,52.24N,15.77E
1897-12-01,4.533,0.427,Yonago,Japan,36.17N,133.26E
1875-04-01,26.114,1.138,Klang,Malaysia,2.41N,102.05E
1905-01-01,25.252,0.6779999999999999,Grogol,Indonesia,7.23S,111.08E
1942-01-01,2.593,0.351,León,Spain,42.59N,6.55W
1976-09-01,20.268,0.289,Kansas City,United States,39.38N,93.64W
1788-07-01,16.672,4.515,Brest,France,49.03N,4.90W
1864-03-01,23.347,1.5719999999999998,La Vega,Dominican Republic,18.48N,70.99W
1820-07-01,22.577,3.196,Badalona,Spain,40.99N,2.13E
1997-08-01,21.943,0.347,Marília,Brazil,21.70S,49.33W
1965-09-01,26.382,0.326,Humen,China,23.31N,114.47E
1836-04-01,,,Loa Janan,Indonesia,0.80S,116.52E
1906-12-01,26.072,1.631,Asunción,Paraguay,24.92S,58.52W
1924-01-01,24.482,0.3879999999999999,Tagum,Philippines,7.23N,125.68E
1909-10-01,11.095999999999998,0.439,Lincoln,United States,40.99N,95.86W
1994-09-01,29.139,0.26,Habra,India,23.31N,88.25E
1856-03-01,22.243,2.128,Bahadurgarh,India,28.13N,77.27E
1988-09-01,29.117,0.286,San Luis Río Colorado,Mexico,32.95N,113.94W
1770-07-01,23.925,6.193,Baltimore,United States,39.38N,76.99W
1862-06-01,20.328,1.2,Marand,Iran,39.38N,45.78E
1933-09-01,21.536,0.342,Kenitra,Morocco,34.56N,5.84W
1832-02-01,1.616,2.668,Baltimore,United States,39.38N,76.99W
1846-09-01,25.883000000000003,1.405,Cainta,Philippines,15.27N,120.83E
1850-10-01,25.284,0.958,Castanhal,Brazil,0.80S,47.41W
1939-01-01,16.619999999999994,0.305,Nakuru,Kenya,0.80S,36.16E
1927-06-01,29.945,0.385,Kapra,India,16.87N,78.70E
1908-10-01,27.728,0.476,Trincomalee,Sri Lanka,8.84N,81.89E
1831-10-01,16.679000000000002,1.632,Lisbon,Portugal,39.38N,8.32W
1958-03-01,25.264,0.313,Cicalengka,Indonesia,7.23S,107.84E
1755-05-01,15.579,2.689,Lipetsk,Russia,52.24N,39.42E
1933-07-01,24.037,0.25,Qiqihar,China,47.42N,124.34E
1908-05-01,12.87,0.375,Cambridge,United Kingdom,52.24N,0.00W
1850-05-01,20.865,2.026,Macheng,China,31.35N,114.97E
1904-02-01,23.868,0.623,Luanda,Angola,8.84S,13.78E
1996-10-01,23.069000000000003,0.226,Hong Gai,Vietnam,21.70N,106.44E
1943-06-01,25.525,0.371,Singaraja,Indonesia,8.84S,114.32E
1913-03-01,4.252,0.247,Copenhagen,Denmark,55.45N,11.34E
1771-08-01,20.5,2.439,Lowell,United States,42.59N,72.00W
1990-11-01,-7.7189999999999985,0.522,Angarsk,Russia,52.24N,105.11E
1854-04-01,12.747,0.7979999999999999,Overland Park,United States,39.38N,93.64W
1915-11-01,-5.131,0.2319999999999999,Zhaodong,China,45.81N,125.77E
1799-02-01,15.712,2.464,Nangloi Jat,India,28.13N,77.27E
1991-12-01,-1.818,0.243,Tallinn,Estonia,58.66N,24.62E
1947-12-01,26.455,0.3939999999999999,Oshogbo,Nigeria,7.23N,4.05E
